"514","Managua","Nicaragua","1083094","1072852","0.0095"
"515","Ma'anshan","China","1083048","1051771","0.0297"
"516","Bishkek","Kyrgyzstan","1082214","1060113","0.0208"
"517","Shangrao","China","1081383","1055178","0.0248"
"518","Tbilisi","Georgia","1080349","1078846","0.0014"
"519","Hargeysa","Somalia","1079377","1033205","0.0447"
"520","Cartagena","Colombia","1079004","1070692","0.0078"
"521","Diyarbakir","Turkey","1078994","1059686","0.0182"
"522","Perm","Russia","1078878","1075424","0.0032"
"523","Bien Hoa","Vietnam","1078342","1045708","0.0312"
"524","Zhaoqing","China","1077519","1050908","0.0253"
"525","Voronezh","Russia","1077179","1072807","0.0041"
"526","Bobo-Dioulasso","Burkina Faso","1074309","1022118","0.0511"
"527","Lille","France","1073395","1068051","0.0050"
"528","Jingzhou Hubei","China","1072008","1054743","0.0164"
"529","Samarinda","Indonesia","1071258","1041183","0.0289"
"530","Oslo","Norway","1071062","1056180","0.0141"
"531","Kermanshah","Iran","1066369","1046604","0.0189"
"532","Fuzhou Jiangxi","China","1065779","1028734","0.0360"
"533","Johor Bahru","Malaysia","1065341","1044548","0.0199"
"534","Leshan","China","1055794","1022088","0.0330"
"535","Solapur","India","1054911","1041886","0.0125"
"536","Changwon","South Korea","1054243","1054775","-0.0005"
"537","Mersin","Turkey","1052637","1034693","0.0173"
"538","Antwerp","Belgium","1052622","1047613","0.0048"
"539","Kirkuk","Iraq","1051780","1031082","0.0201"
"540","Dezhou","China","1050796","1019111","0.0311"
"541","Toulouse","France","1049246","1037115","0.0117"
"542","Chenzhou","China","1046252","1004240","0.0418"
"543","Aden","Yemen","1044911","1011890","0.0326"
"544","Aracaju","Brazil","1042445","1026529","0.0155"
"545","Huzhou","China","1042111","1015538","0.0262"
"546","Ikorodu","Nigeria","1041166","989117","0.0526"
"547","Teresina","Brazil","1040971","1031220","0.0095"
"548","Sekondi Takoradi","Ghana","1034917","990661","0.0447"
"549","Asmara","Eritrea","1034872","998321","0.0366"
"550","Yueyang","China","1034517","1021350","0.0129"
"551","Xuchang","China","1033680","1001570","0.0321"
"552","Marrakech","Morocco","1033050","1017379","0.0154"
"553","Tampico","Mexico","1031867","1016514","0.0151"
"554","Denpasar","Indonesia","1030815","1008709","0.0219"
"555","Yichun Jiangxi","China","1029428","975387","0.0554"
"556","San Jose","United States","1026700","1019970","0.00660"
"557","Tshikapa","DR Congo","1023575","970831","0.0543"
"558","Changshu","China","1022366","981654","0.0415"
"559","Saltillo","Mexico","1017570","1000750","0.0168"
"560","Padang","Indonesia","1015105","997358","0.0178"
"561","Rotterdam","Netherlands","1014675","1012007","0.0026"
"562","San Miguel de Tucuman","Argentina","1013645","999907","0.0137"
"563","Nyala","Sudan","1012312","967430","0.0464"
"564","Cebu City","Philippines","1008662","993744","0.0150"
"565","Qujing","China","1008582","976171","0.0332"
"566","Odesa","Ukraine","1007989","1008508","-0.0005"
"567","Warangal","India","1006935","983128","0.0242"
"568","Acapulco de Juarez","Mexico","1005421","992205","0.0133"
"569","Ilorin","Nigeria","1000477","973671","0.0275"
"570","Valparaiso","Chile","1000467","992183","0.0083"
"571","Kayseri","Turkey","1000348","986987","0.0135"
"572","Cancun","Mexico","998146","971798","0.0271"
"573","Volgograd","Russia","997537","1000755","-0.0032"
"574","Austin","United States","996147","979001","0.01751"
"575","Xintai","China","996054","966759","0.0303"
"576","Blantyre-Limbe","Malawi","994911","962145","0.0341"
"577","Songkhla","Thailand","992237","979453","0.0131"
"578","Bordeaux","France","990650","980130","0.0107"
"579","Krasnodar","Russia","989104","974377","0.0151"
"580","Nonthaburi","Thailand","988230","975497","0.0131"
"581","Guiping","China","980589","937152","0.0464"
"582","Jixi Heilongjiang","China","977845","963278","0.0151"
"583","Pingxiang Jiangxi","China","976771","953042","0.0249"
"584","Jacksonville","United States","975177","962394","0.01328"
"585","Morelia","Mexico","975171","961834","0.0139"
"586","Dehradun","India","967454","943136","0.0258"
"587","Hamah","Syria","964154","939904","0.0258"
"588","Dushanbe","Tajikistan","962139","938444","0.0252"
"589","Laiwu","China","961197","934916","0.0281"
"590","Agadir","Morocco","960438","941839","0.0197"
"591","Jiujiang","China","960233","936927","0.0249"
"592","Zhucheng","China","960058","926596","0.0361"
"593","Mudanjiang","China","958338","941660","0.0177"
"594","Chengde","China","958210","920395","0.0411"
"595","Jerusalem","Israel","956849","944188","0.0134"
"596","San Pedro Sula","Honduras","955649","929191","0.0285"
"597","Fort Worth","United States","954457","936686","0.01897"
"598","Misratah","Libya","953472","918946","0.0376"
"599","Cucuta","Colombia","953378","943489","0.0105"
"600","Khulna","Bangladesh","949659","949229","0.0005"
"601","Ciudad Guayana","Venezuela","949518","933968","0.0166"
"602","Arequipa","Peru","946844","934845","0.0128"
"603","Dnipro","Ukraine","946574","951821","-0.0055"
"604","Nice","France","945312","943342","0.0021"
"605","Owerri","Nigeria","945046","908109","0.0407"
"606","Zamboanga City","Philippines","944864","930610","0.0153"
"607","Southampton","United Kingdom","943745","935868","0.0084"
"608","Guigang","China","943042","917484","0.0279"
"609","Warri","Nigeria","942683","898927","0.0487"
"610","Veracruz","Mexico","942635","930387","0.0132"
"611","Jos","Nigeria","942167","917289","0.0271"
"612","Rajshahi","Bangladesh","942126","924033","0.0196"
"613","Seongnam","South Korea","941569","942342","-0.0008"
"614","Leiyang","China","939173","896394","0.0477"
"615","Pathum Thani","Thailand","937977","925893","0.0131"
"616","Yangjiang","China","934600","912468","0.0243"
"617","Reynosa","Mexico","934515","917021","0.0191"
"618","Bangui","Central African Republic","933176","910270","0.0252"
"619","Najaf","Iraq","929669","901405","0.0314"
"620","Bengbu","China","929529","915242","0.0156"
"621","Columbus","United States","929492","917620","0.01294"
"622","Zhangzhou","China","929015","900904","0.0312"
"623","Villahermosa","Mexico","928663","913606","0.0165"
"624","Sylhet","Bangladesh","927856","890180","0.0423"
"625","Nampula","Mozambique","927472","887055","0.0456"
"626","Tianmen","China","927240","899094","0.0313"
"627","Antipolo","Philippines","924888","902993","0.0242"
"628","Hengshui","China","924817","891603","0.0373"
"629","Xinyu","China","922665","890884","0.0357"
"630","Linfen","China","922495","891049","0.0353"
"631","Oran","Algeria","922302","910030","0.0135"
"632","West Rand","South Africa","921524","909301","0.0134"
"633","Campo Grande","Brazil","916786","907028","0.0108"
"634","Lubango","Angola","914456","870935","0.0500"
"635","Deyang","China","913268","885818","0.0310"
"636","Ulsan","South Korea","911564","910778","0.0009"
"637","Liverpool","United Kingdom","911546","906443","0.0056"
"638","Londrina","Brazil","911014","898681","0.0137"
"639","Taiz","Yemen","907739","875941","0.0363"
"640","Bergamo","Italy","907202","900094","0.0079"
"641","Malang","Indonesia","906940","896009","0.0122"
"642","Jiangyin","China","905154","874924","0.0346"
"643","La Plata","Argentina","904170","894159","0.0112"
"644","Dandong","China","903644","890031","0.0153"
"645","Charlotte","United States","903211","888895","0.01611"
"646","Concepcion","Chile","902142","891744","0.0117"
"647","Indianapolis","United States","901082","894362","0.00751"
"648","Hermosillo","Mexico","899681","883916","0.0178"
"649","Liling","China","898864","857167","0.0486"
"650","Guntur","India","896750","875474","0.0243"
"651","Baishan","China","894834","859381","0.0413"
"652","Bahawalpur","Pakistan","894561","869548","0.0288"
"653","Donetsk","Ukraine","893392","899325","-0.0066"
"654","Trujillo","Peru","890973","877875","0.0149"
"655","Changzhi","China","889876","868308","0.0248"
"656","Bhiwandi","India","889708","874032","0.0179"
"657","San Francisco","United States","887711","880838","0.00780"
"658","Tyumen","Russia","887092","866741","0.0235"
"659","Liaoyang","China","885256","870185","0.0173"
"660","Ashgabat","Turkmenistan","883389","864695","0.0216"
"661","Tuxtla Gutierrez","Mexico","881638","865000","0.0192"
"662","Soshanguve","South Africa","878960","866005","0.0150"
"663","Erbil","Iraq","877888","861158","0.0194"
"664","Puducherry","India","877010","856354","0.0241"
"665","Changde","China","876395","853497","0.0268"
"666","Shangqiu","China","873125","850165","0.0270"
"667","Culiacan","Mexico","872643","856072","0.0194"
"668","Firozabad","India","870224","845746","0.0289"
"669","Xingtai","China","868161","849674","0.0218"
"670","Bogra","Bangladesh","864183","820297","0.0535"
"671","Tainan","Taiwan","863377","856736","0.0078"
"672","Fuxin","China","863008","850647","0.0145"
"673","Cabinda","Angola","861878","819452","0.0518"
"674","Huangshi","China","860580","844307","0.0193"
"675","Umuahia","Nigeria","860555","816983","0.0533"
"676","Hufuf-Mubarraz","Saudi Arabia","860353","848479","0.0140"
"677","Libreville","Gabon","856854","845100","0.0139"
"678","Palermo","Italy","849675","850179","-0.0006"
"679","Yibin","China","848003","831013","0.0204"
"680","Banghazi","Libya","847790","836031","0.0141"
"681","Luzhou","China","845243","833637","0.0139"
"682","Ipoh","Malaysia","842281","827719","0.0176"
"683","Kuerle","China","840372","801993","0.0479"
"684","Xinghua","China","839474","815780","0.0290"
"685","Saratov","Russia","839439","840883","-0.0017"
"686","Quebec City","Canada","837814","831776","0.0073"
"687","Cherthala","India","836876","801264","0.0444"
"688","Valencia","Spain","836857","835341","0.0018"
"689","Quzhou","China","836448","798191","0.0479"
"690","Xinyang","China","836336","816967","0.0237"
"691","Yongzhou","China","835771","809415","0.0326"
"692","Winnipeg","Canada","832944","824771","0.0099"
"693","Yangquan","China","832913","813696","0.0236"
"694","Xiaogan","China","828411","806258","0.0275"
"695","Bucheon","South Korea","827868","829592","-0.0021"
"696","Orumiyeh","Iran","822533","808149","0.0178"
"697","Maiduguri","Nigeria","822337","802988","0.0241"
"698","Enugu","Nigeria","819791","795271","0.0308"
"699","Eskisehir","Turkey","818551","801612","0.0211"
"700","Newcastle upon Tyne","United Kingdom","818452","813807","0.0057"
"701","Zhuji","China","816151","796974","0.0241"
"702","Heze","China","815308","804759","0.0131"
"703","Huaihua","China","815194","784323","0.0394"
"704","Barcelona-Puerto La Cruz","Venezuela","815141","804488","0.0132"
"705","Tianshui","China","814639","790461","0.0306"
"706","Thessaloniki","Greece","813793","812964","0.0010"
"707","Bologna","Italy","811707","808931","0.0034"
"708","Haicheng","China","808044","795424","0.0159"
"709","Huludao","China","805739","790403","0.0194"
"710","Sorocaba","Brazil","804692","795569","0.0115"
"711","Bozhou","China","802749","773217","0.0382"
"712","Bikaner","India","802188","786652","0.0197"
"713","Nottingham","United Kingdom","800394","794008","0.0080"
"714","Niigata","Japan","799832","801982","-0.0027"
"715","Xalapa","Mexico","799178","787349","0.0150"
"716","Kunshan","China","798818","769021","0.0387"
"717","Liaocheng","China","796139","778562","0.0226"
"718","Nellore","India","794715","772941","0.0282"
"719","Gebze","Turkey","792744","769633","0.0300"
"720","Nakhon Ratchasima","Thailand","792437","783180","0.0118"
"721","Jincheng","China","791806","763554","0.0370"
"722","Frankfurt","Germany","791232","784780","0.0082"
"723","Taixing","China","791025","769620","0.0278"
"724","Lokoja","Nigeria","790742","741482","0.0664"
"725","Cagayan de Oro City","Philippines","786304","769620","0.0217"
"726","Langfang","China","786186","763320","0.0300"
"727","Vereeniging","South Africa","786127","779530","0.0085"
"728","Jiaozuo","China","785635","775685","0.0128"
"729","Dasmarinas","Philippines","784218","765742","0.0241"
"730","Kottayam","India","780349","739212","0.0556"
"731","Ar-Rayyan","Qatar","779386","759174","0.0266"
"732","Sulaimaniya","Iraq","779320","758795","0.0270"
"733","Amravati","India","778087","764645","0.0176"
"734","Zhumadian","China","777056","747329","0.0398"
"735","Benguela","Angola","776832","745372","0.0422"
"736","Gorakhpur","India","776617","766646","0.0130"
"737","Hamilton","Canada","775751","770976","0.0062"
"738","Shaoguan","China","775245","767557","0.0100"
"739","Meishan","China","773630","748981","0.0329"
"740","Gaomi","China","772476","745055","0.0368"
"741","Hanchuan","China","770665","743610","0.0364"
"742","Krakow","Poland","769595","769307","0.0004"
"743","Bunia","DR Congo","767645","723276","0.0613"
"744","Danyang","China","767329","743482","0.0321"
"745","Muzaffarnagar","India","767107","742227","0.0335"
"746","Zanzibar","Tanzania","766392","734832","0.0429"
"747","Ansan","South Korea","764669","762698","0.0026"
"748","Bur Sa'id","Egypt","764116","750373","0.0183"
"749","Cuttack","India","762998","751859","0.0148"
"750","Seattle","United States","762687","749851","0.01712"
"751","Anqing","China","762382","744768","0.0237"
"752","Anqiu","China","758275","721402","0.0511"
"753","Banjarmasin","Indonesia","757329","744334","0.0175"
"754","Kayamkulam","India","757238","726675","0.0421"
"755","Zigong","China","757011","746711","0.0138"
"756","Gaza","Palestine","756083","734547","0.0293"
"757","Qingyuan","China","755409","744726","0.0143"
"758","Linhai","China","754831","732334","0.0307"
"759","Erduosi-Ordoss","China","752919","730229","0.0311"
"760","Belgaum","India","752185","738074","0.0191"
"761","Oshogbo","Nigeria","749750","730529","0.0263"
"762","Zaria","Nigeria","749297","736098","0.0179"
"763","Malegaon","India","747821","731493","0.0223"
"764","Shaoyang","China","745467","729522","0.0219"
"765","Malanje","Angola","743760","704271","0.0561"
"766","Zarqa","Jordan","743280","737085","0.0084"
"767","Sao Jose dos Campos","Brazil","740631","731481","0.0125"
"768","Sheffield","United Kingdom","740532","735292","0.0071"
"769","Kumamoto","Japan","740067","741455","-0.0019"
"770","Yan'an","China","739777","710029","0.0419"
"771","Maturin","Venezuela","739052","717788","0.0296"
"772","Tongliao","China","738713","720662","0.0250"
"773","Denver","United States","738594","727058","0.01587"
"774","Jiamusi","China","737932","726622","0.0156"
"775","Yanji","China","737464","716660","0.0290"
"776","Sialkot","Pakistan","736488","720439","0.0223"
"777","Zaragoza","Spain","736488","733825","0.0036"
"778","Mangalore","India","736027","724159","0.0164"
"779","Kitwe","Zambia","735499","709854","0.0361"
"780","Tongling","China","734805","715946","0.0263"
"781","Wuzhou","China","733917","715472","0.0258"
"782","Suining Sichuan","China","733643","716754","0.0236"
"783","Ribeirao Preto","Brazil","733400","724044","0.0129"
"784","Xianyang Shaanxi","China","733142","723612","0.0132"
"785","Dengzhou","China","732643","703922","0.0408"
"786","Ibb","Yemen","731511","690456","0.0595"
"787","Rasht","Iran","731253","722026","0.0128"
"788","Yuncheng","China","729924","703194","0.0380"
"789","Tirupati","India","729109","704615","0.0348"
"790","Zaporizhzhya","Ukraine","728012","731984","-0.0054"
"791","Merca","Somalia","727772","696510","0.0449"
"792","Dazhou","China","727425","705321","0.0313"
"793","Panzhihua","China","727372","716878","0.0146"
"794","Sargodha","Pakistan","726839","712961","0.0195"
"795","Buffalo City","South Africa","726091","717067","0.0126"
"796","Oaxaca de Juarez","Mexico","725528","714983","0.0147"
"797","Cheongju","South Korea","723912","720584","0.0046"
"798","Bhavnagar","India","723845","711625","0.0172"
"799","Okayama","Japan","723296","724157","-0.0012"
"800","Yuxi","China","723114","693811","0.0422"
"801","Bacoor","Philippines","722114","704334","0.0252"
"802","Nanded Waghala","India","721918","705667","0.0230"
"803","Gold Coast","Australia","721687","710650","0.0155"
"804","Lviv","Ukraine","721383","722476","-0.0015"
"805","Dongtai","China","718737","698218","0.0294"
"806","Yulin Shaanxi","China","718085","706571","0.0163"
"807","Akure","Nigeria","716815","690533","0.0381"
"808","Jammu","India","716740","708612","0.0115"
"809","Longyan","China","715532","703524","0.0171"
"810","Yuyao","China","712351","695704","0.0239"
"811","Al-Hudaydah","Yemen","711534","689640","0.0317"
"812","Bali","Indonesia","710136","695940","0.0204"
"813","Florence","Italy","709915","709064","0.0012"
"814","Zhangjiagang","China","709608","683500","0.0382"
"815","The Hague","Netherlands","709388","703588","0.0082"
"816","Cotonou","Benin","708999","698868","0.0145"
"817","Salta","Argentina","708049","696715","0.0163"
"818","Washington","United States","707109","698327","0.01258"
"819","Nashville","United States","707091","698269","0.01263"
"820","Goma","DR Congo","706978","670218","0.0548"
"821","Huambo","Angola","706476","687795","0.0272"
"822","Vientiane","Laos","706455","693594","0.0185"
"823","Kurnool","India","706202","685818","0.0297"
"824","Amara","Iraq","704736","680156","0.0361"
"825","Taicang","China","703656","679623","0.0354"
"826","Uberlandia","Brazil","703607","695461","0.0117"
"827","Gulbarga","India","703161","687882","0.0222"
"828","Taif","Saudi Arabia","701675","694894","0.0098"
"829","Seville","Spain","701339","702386","-0.0015"
"830","Oklahoma City","United States","701266","691160","0.01462"
"831","Tamale","Ghana","701171","671812","0.0437"
"832","Bristol","United Kingdom","700630","693552","0.0102"
"833","Buraydah","Saudi Arabia","699756","684626","0.0221"
"834","Celaya","Mexico","698793","689735","0.0131"
"835","Durgapur","India","698637","686568","0.0176"
"836","Jundiai","Brazil","697282","688192","0.0132"
"837","Cheonan","South Korea","696284","688543","0.0112"
"838","Ankang","China","695386","666656","0.0431"
"839","Tolyatti","Russia","694127","696889","-0.0040"
"840","Pontianak","Indonesia","693820","680655","0.0193"
"841","Nantes","France","692582","685377","0.0105"
"842","Zhoukou","China","692000","671419","0.0307"
"843","Padova","Italy","691407","687698","0.0054"
"844","Manama","Bahrain","688558","663893","0.0372"
"845","Boston","United States","687257","681452","0.00852"
"846","Loudi","China","687241","663765","0.0354"
"847","Renqiu","China","687190","664262","0.0345"
"848","Bijie","China","686446","662697","0.0358"
"849","Lattakia","Syria","686064","668809","0.0258"
"850","Ezhou","China","685640","676600","0.0134"
"851","El Paso","United States","684753","681784","0.00435"
"852","Sokoto","Nigeria","684621","662173","0.0339"
"853","Zagreb","Croatia","684254","684524","-0.0004"
"854","Nay Pyi Taw","Myanmar","683265","639759","0.0680"
"855","Liege","Belgium","682272","679895","0.0035"
"856","Hezhou","China","681538","654185","0.0418"
"857","Tongxiang","China","681420","656136","0.0385"
"858","Santiago","Dominican Republic","680377","672272","0.0121"
"859","Qinzhou","China","679161","661953","0.0260"
"860","Mar Del Plata","Argentina","678623","672116","0.0097"
"861","General Santos City","Philippines","678482","665418","0.0196"
"862","Samsun","Turkey","677895","660863","0.0258"
"863","Longhai","China","677890","655081","0.0348"
"864","Tabuk","Saudi Arabia","677042","667155","0.0148"
"865","Denizli","Turkey","675546","660643","0.0226"
"866","Genoa","Italy","675464","677222","-0.0026"
"867","Puyang","China","675300","654261","0.0322"
"868","Zhoushan","China","672378","659777","0.0191"
"869","Miluo","China","671881","639015","0.0514"
"870","Macao","Macau","671858","661838","0.0151"
"871","Portland","United States","666249","659376","0.01042"
"872","Lodz","Poland","666032","671395","-0.0080"
"873","Jhansi","India","665825","653879","0.0183"
"874","Herat","Afghanistan","665477","635579","0.0470"
"875","Haimen","China","664488","645598","0.0293"
"876","Jeonju","South Korea","664293","663607","0.0010"
"877","Sanya","China","663532","644727","0.0292"
"878","Neijiang","China","662665","653866","0.0135"
"879","Erode","India","661521","647988","0.0209"
"880","As-Suways","Egypt","660883","649368","0.0177"
"881","Busto Arsizio","Italy","660841","657698","0.0048"
"882","Wuhai","China","659418","644895","0.0225"
"883","Jamnagar","India","658652","650977","0.0118"
"884","Pachuca de Soto","Mexico","658437","646101","0.0191"
"885","Uvira","DR Congo","656701","622862","0.0543"
"886","Jubayl","Saudi Arabia","654568","631060","0.0373"
"887","Durango","Mexico","654310","642750","0.0180"
"888","Chiclayo","Peru","653592","645366","0.0127"
"889","Las Vegas","United States","653533","647718","0.00898"
"890","Nasiriyah","Iraq","652629","634492","0.0286"
"891","Hegang","China","651987","644894","0.0110"
"892","Izhevsk","Russia","651870","651601","0.0004"
"893","Bokaro Steel City","India","651817","642145","0.0151"
"894","Doha","Qatar","651799","646177","0.0087"
"895","Be'er Sheva","Israel","651416","644278","0.0111"
"896","Enshi","China","649846","619178","0.0495"
"897","Chongjin","North Korea","648931","645488","0.0053"
"898","Jambi","Indonesia","648413","637037","0.0179"
"899","Bandar Abbas","Iran","646124","627174","0.0302"
"900","Sihui","China","645156","618859","0.0425"
"901","Bauchi","Nigeria","645005","620800","0.0390"
"902","Irkutsk","Russia","643796","641504","0.0036"
"903","Bulawayo","Zimbabwe","643427","639722","0.0058"
"904","Safaqis","Tunisia","643334","636613","0.0106"
"905","Bissau","Guinea-Bissau","642564","620974","0.0348"
"906","Wroclaw","Poland","642497","642085","0.0006"
"907","Raurkela","India","641013","631310","0.0154"
"908","Barnaul","Russia","640958","640396","0.0009"
"909","Venezia","Italy","639352","638264","0.0017"
"910","Khabarovsk","Russia","638918","636254","0.0042"
"911","Belfast","United Kingdom","638717","634594","0.0065"
"912","Duesseldorf","Germany","637658","635046","0.0041"
"913","Anshun","China","637467","619116","0.0296"
"914","Bacolod","Philippines","636549","624783","0.0188"
"915","Verona","Italy","636288","633128","0.0050"
"916","Kolhapur","India","635405","626791","0.0137"
"917","Stuttgart","Germany","634740","633808","0.0015"
"918","Jinzhong","China","634364","617236","0.0277"
"919","Al-Ain","United Arab Emirates","634112","622675","0.0184"
"920","Patiala","India","633896","616590","0.0281"
"921","Bilaspur","India","632971","616394","0.0269"
"922","Abakaliki","Nigeria","631844","601712","0.0501"
"923","Sanhe","China","631313","604549","0.0443"
"924","Yulin Guangxi","China","631214","622115","0.0146"
"925","Kuching","Malaysia","631102","621114","0.0161"
"926","Hanzhong","China","630966","618109","0.0208"
"927","Louisville","United States","630782","628594","0.00348"
"928","Calabar","Nigeria","630628","604546","0.0431"
"929","Ajmer","India","630495","621505","0.0145"
"930","Memphis","United States","630348","631726","-0.00218"
"931","Comilla","Bangladesh","629972","609345","0.0339"
"932","Ujjain","India","629276","617812","0.0186"
"933","Seregno","Italy","629025","624706","0.0069"
"934","Hillah","Iraq","627517","615167","0.0201"
"935","Geneva","Switzerland","626618","620131","0.0105"
"936","Colombo","Sri Lanka","625637","619001","0.0107"
"937","Xinmi","China","624970","600980","0.0399"
"938","Riga","Latvia","624925","627763","-0.0045"
"939","Gothenburg","Sweden","624780","617781","0.0113"
"940","San Jose del Monte","Philippines","624757","615815","0.0145"
"941","Detroit","United States","624177","631644","-0.01182"
"942","Ulyanovsk","Russia","623483","624103","-0.0010"
"943","Zahedan","Iran","623260","616511","0.0109"
"944","Bari","Italy","622994","622590","0.0006"
"945","Mbeya","Tanzania","620340","592579","0.0468"
"946","Jingjiang","China","619964","599221","0.0346"
"947","Mathura","India","618409","603301","0.0250"
"948","Cenxi","China","618141","592553","0.0432"
"949","Brighton","United Kingdom","617353","612159","0.0085"
"950","Feira De Santana","Brazil","617341","609939","0.0121"
"951","Tlaxcala","Mexico","616737","606590","0.0167"
"952","Siping","China","615328","604724","0.0175"
"953","Agartala","India","614898","595210","0.0331"
"954","Yaroslavl","Russia","612662","612502","0.0003"
"955","Shishi","China","611746","598547","0.0221"
"956","Imphal","India","611205","593524","0.0298"
"957","Fuqing","China","610752","597698","0.0218"
"958","Vladivostok","Russia","609574","609632","-0.0001"
"959","Kryvyi Rih","Ukraine","608884","613696","-0.0078"
"960","Daye","China","607359","592972","0.0243"
"961","Skopje","North Macedonia","605996","600708","0.0088"
"962","Likasi","DR Congo","605313","585678","0.0335"
"963","Tomsk","Russia","604200","600254","0.0066"
"964","Shuozhou","China","604181","584272","0.0341"
"965","Cuito","Angola","603814","569533","0.0602"
"966","Samarkand","Uzbekistan","603131","591252","0.0201"
"967","Sanliurfa","Turkey","603105","596713","0.0107"
"968","Ogbomosho","Nigeria","602329","576557","0.0447"
"969","Beira","Mozambique","602060","584989","0.0292"
"970","Sangli","India","601522","592117","0.0159"
"971","Makhachkala","Russia","601215","600541","0.0011"
"972","Xiantao","China","600733","594155","0.0111"
"973","Leipzig","Germany","600609","596230","0.0073"
"974","Dengfeng","China","599655","571083","0.0500"
"975","Cabimas","Venezuela","598037","588348","0.0165"
"976","Qitaihe","China","597882","588212","0.0164"
"977","Sanmenxia","China","596561","579273","0.0298"
"978","Tonghua","China","595627","584209","0.0195"
"979","Ibague","Colombia","595312","590686","0.0078"
"980","Thoothukkudi","India","594792","577945","0.0291"
"981","Cuiaba","Brazil","594751","591522","0.0055"
"982","Xinyi","China","594719","577474","0.0299"
"983","Mazar-e Sharif","Afghanistan","594551","563825","0.0545"
"984","Kingston","Jamaica","594531","592477","0.0035"
"985","Samut Sakhon","Thailand","593612","585964","0.0131"
"986","Zhaodong","China","593421","572358","0.0368"
"987","Yiyang Hunan","China","592894","576041","0.0293"
"988","Malaga","Spain","592091","591091","0.0017"
"989","Yichun Heilongjiang","China","591834","593871","-0.0034"
"990","Udaipur","India","591710","580191","0.0199"
"991","Hamadan","Iran","591511","584645","0.0117"
"992","Djibouti","Djibouti","591469","583695","0.0133"
"993","Dongyang","China","591371","578734","0.0218"
"994","Bouake","Ivory Coast","591199","580586","0.0183"
"995","Dortmund","Germany","589865","589748","0.0002"
"996","Zaoyang","China","589591","576057","0.0235"
"997","Vellore","India","589549","578956","0.0183"
"998","Jalgaon","India","588888","576506","0.0215"
"999","Ardabil","Iran","588081","578222","0.0171"
"1000","Bloemfontein","South Africa","588013","577560","0.0181"
"1001","Hebi","China","587125","576427","0.0186"
"1002","Gaya","India","586662","575652","0.0191"
"1003","Catania","Italy","586406","586049","0.0006"
"1004","Juiz De Fora","Brazil","586167","580874","0.0091"
"1005","Kagoshima","Japan","585913","588413","-0.0042"
"1006","Dresden","Germany","585446","580877","0.0079"
"1007","Yazd","Iran","584392","575105","0.0161"
"1008","Jiaozhou","China","584363","568186","0.0285"
"1009","Gaozhou","China","583833","561197","0.0403"
"1010","Toulon","France","583719","581264","0.0042"
"1011","Udon Thani","Thailand","583316","576666","0.0115"
"1012","Tirunelveli","India","583149","574000","0.0159"
"1013","Uige","Angola","582775","546706","0.0660"
"1014","Oujda","Morocco","582096","570257","0.0208"
"1015","Pereira","Colombia","581534","580225","0.0023"
"1016","Essen","Germany","581112","581579","-0.0008"
"1017","Matamoros","Mexico","578890","570752","0.0143"
"1018","Baltimore","United States","578658","582183","-0.00605"
"1019","Kitchener","Canada","578536","570681","0.0138"
"1020","Imus","Philippines","578106","553579","0.0443"
"1021","Cangzhou","China","577252","568818","0.0148"
"1022","Poza Rica de Hidalgo","Mexico","576991","570576","0.0112"
"1023","Santa Fe","Argentina","576917","569991","0.0122"
"1024","Karbala","Iraq","576542","565196","0.0201"
"1025","Weinan","China","576220","564709","0.0204"
"1026","Kota Kinabalu","Malaysia","575880","562824","0.0232"
"1027","Al-Mansurah","Egypt","574775","565015","0.0173"
"1028","Guangyuan","China","574437","557144","0.0310"
"1029","Milwaukee","United States","573700","575461","-0.00306"
"1030","Bamenda","Cameroon","573285","553084","0.0365"
"1031","Panipat","India","572020","559798","0.0218"
"1032","Kahramanmaras","Turkey","571714","559574","0.0217"
"1033","Ndola","Zambia","570567","555560","0.0270"
"1034","Feicheng","China","570537","560756","0.0174"
"1035","Tepic","Mexico","569745","558052","0.0210"
"1036","Orenburg","Russia","569254","569029","0.0004"
"1037","Meknes","Morocco","568438","560746","0.0137"
"1038","Albuquerque","United States","568301","566430","0.00330"
"1039","Kemerovo","Russia","568150","567035","0.0020"
"1040","Arak","Iran","567380","559300","0.0144"
"1041","Bremen","Germany","567146","566331","0.0014"
"1042","Gomel","Belarus","566678","562405","0.0076"
"1043","Tongchuan","China","566600","556484","0.0182"
"1044","Sakarya","Turkey","566544","553438","0.0237"
"1045","Basel","Switzerland","566503","562710","0.0067"
"1046","Al-Mukalla","Yemen","565894","536256","0.0553"
"1047","Mekele","Ethiopia","564756","543622","0.0389"
"1048","Chiang Rai","Thailand","564553","557280","0.0131"
"1049","Larkana","Pakistan","563752","548916","0.0270"
"1050","Khamis Mushayt","Saudi Arabia","563511","555589","0.0143"
"1051","Basilan City","Philippines","563479","548445","0.0274"
"1052","Hosur","India","562351","528951","0.0631"
"1053","Anyang","South Korea","562213","564685","-0.0044"
"1054","Villavicencio","Colombia","562190","553451","0.0158"
"1055","Rupganj","Bangladesh","561639","522366","0.0752"
"1056","Leicester","United Kingdom","561635","556930","0.0084"
"1057","Shouguang","China","561455","552602","0.0160"
"1058","Irbid","Jordan","561123","559386","0.0031"
"1059","Valledupar","Colombia","560903","547790","0.0239"
